conversation_id,guest_text,parser_confidence,feat_intent_detected,feat_intent_confidence,feat_intent_evidence_len_norm,feat_value_detected,feat_value_confidence,feat_value_evidence_len_norm,feat_sentiment_detected,feat_sentiment_confidence,feat_sentiment_evidence_len_norm,feat_life_event_detected,feat_life_event_confidence,feat_life_event_evidence_len_norm,feat_competitive_detected,feat_competitive_confidence,feat_competitive_evidence_len_norm,feat_num_detected,feat_mean_confidence,feat_max_confidence,feat_parser_confidence,label_intent,label_value,label_sentiment,label_life_event,label_competitive,record_id,source,cache_key,conversation_turns
mwz_000010,"I want to find an expensive restaurant and serves european food. Can i also have the address, phone number and its area. ? thank you goodbye",0.85,0.0,0.35,0.0,1.0,0.8,0.1875,1.0,0.7,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.37,0.8,0.85,0,1,1,0,0,mwz_000010,multiwoz_2.2,bf5e071fb3584b211b03e3bd1a7f0cd75faf2886c477313d6df2ab31bad5d2c3,4
mwz_000011,Where's a good place to eat crossover food in Cambridge? How about British restaurants in the Centre instead? I would prefer the british food. Yes please make a booking for 8 people at 12:30 on friday. What's a good college to visit near the restaurant? Any college will be fine what do you recommend? I need the phone number for whichever you pick. That is all I needed.,0.9,1.0,0.95,0.24166666666666667,1.0,0.9,0.11666666666666667,1.0,0.85,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.54,0.95,0.9,1,1,1,0,0,mwz_000011,multiwoz_2.2,eac33e56fa913881ad617538d44cf95cbea63f972f6b5d6d96d4b9cfae8be9a7,14
mwz_000012,"I want a restaurant in the north of Cambridge that is within a moderate price range. Please book a table for 4 at the Chinese place at 12:30 on Sunday and give me the reference number. I am also looking for a train that goes to broxbourne on monday. I would like to arrive in broxbourne by 13:00. Please book one. Just one, thank you! Please provide me with a reference number. No, thank you. That will be all for today. Thanks.",0.85,1.0,0.9,0.2708333333333333,1.0,0.8,0.10833333333333334,1.0,0.7,0.029166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000012,multiwoz_2.2,0315ff8ec4e6bd35891c7bf4cb12a39b2750622d97d58c0da3ef22b3ed099962,16
mwz_000013,Find me a train that leaves on Sunday after 14:00 please. I am leaving norwich going to cambridge on sunday and I need a train that leaves the station any time after 14:00. Yes. Give me the ref number please. I would like one train ticket please. Yes I am looking for a moderate priced place to eat in the east. I would prefer Italian but Indian would be good as well. I will need the phone number and postcode of the restaurant. Thanks for helping me with this. I appreciate it! Goodbye!,0.85,0.0,0.35,0.0,1.0,0.8,0.15416666666666667,1.0,0.85,0.20416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.85,0.85,0,1,1,0,0,mwz_000013,multiwoz_2.2,e9322e5e6e9cf07b2ecc2d6e4f1fc8515b061373c4835670090ea8a041b6f62b,14
mwz_000014,"I need a place to stay that has free wifi. could you provide details for something in the cheap price range? No, I have no preference. Just pick one. That will be fine. Perfect. I'll need a room for myself, for five nights on tuesday. Nope, that's it. Thanks! Actaully i will be on business so not out much but I do need a train, to cambridge leaving after 21:15. Yes, I need a train going to cambridge leaving after 21:15 on tuesday departing from broxbourne. I need a train after 21:15. No thank you. I just need the train ID and arrival time for one of them. Great, thanks for that information on the train. Can you book for a train leaving after 21:15? I need tickets for one person. that is all i needed for today. thanks alot",0.85,1.0,0.9,0.2708333333333333,1.0,0.8,0.125,1.0,0.7,0.04583333333333333,1.0,0.6,0.19166666666666668,0.0,0.0,0.0,0.8,0.6000000000000001,0.9,0.85,1,1,1,1,0,mwz_000014,multiwoz_2.2,f4df5a224636bee75ffab4ae77e35591b4741e29bb223d477c907f25c02347b4,24
mwz_000015,"Hi, I'm traveling to Cambridge soon and am looking forward to seeing some local tourist attractions. Actually, yes. We are traveling into the northern part of town. That sounds nice but I would like to see about a guesthouse with free wifi. No, I don't really care about price. Just something in the north that includes wifi. Groovy!! Let get a booking for 2 people and 2 nights starting sunday. Yes, I am looking to visit the cherry hinton hall and grounds. Can I please have more information on that? No, taht will be all. Thanks, goodbye.",0.85,1.0,0.9,0.25,1.0,0.8,0.0875,1.0,0.7,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000015,multiwoz_2.2,338e61d2cc3aa207f8f107018070be5f35d5183c53335d28fc03a5e6fb49d19e,14
mwz_000016,"Can you help me book a table at a chinese restaurant that's in the centre of town? I need some cheap Chop Suey, please. That sounds like they'll have some awesome Chop Suey. Please book me a table for 2 on Tuesday at 12:45. Can we try the same day for 11:45 please? And can I have the reference number as well, thanks. Thank you. I am also looking for places to go in the same area as the restaurant. I am looking for some type of entertainment in the same area as the restaurant, please. No, just an entertainment attraction in the same area as the restaurant. Can you make a suggestion? That sounds nice can I get their phone number, entrance fee, and address please? Thank you so much for your help. That will be all. Thank you for your help! Thanks, take care buddy!",0.9,1.0,0.95,0.20416666666666666,1.0,0.85,0.15,1.0,0.9,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5399999999999999,0.95,0.9,1,1,1,0,0,mwz_000016,multiwoz_2.2,af10d23fb1e2efa063249dc69865bb280465f78fe4e90dcb99a9a2870cd90442,22
mwz_000017,"I am looking for a restaurant that is in the expensive price range and in the south part of town. Let's go with Italian food. address and phone number. Thank you, goodbye.",0.85,0.0,0.35,0.0,1.0,0.8,0.0875,1.0,0.7,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.37,0.8,0.85,0,1,1,0,0,mwz_000017,multiwoz_2.2,6eab74c779cef778db87bc4800ff5c818c023f5c88cff9aef1107cf0552c2122,8
mwz_000018,"Can you help me find an expensive Chinese food restaurant? I'm interested in restaurants located in the East. Yeah, could you book it for 8 people on Monday? I think 16:15 is when we want to be seated. Thanks! I'm also looking for a hotel near that restaurant. If that has free wifi that'll work. Could you tell me the price, address and phone number? No, that's all for me today! Thank you! Bye!",0.85,1.0,0.9,0.19583333333333333,1.0,0.8,0.1125,1.0,0.7,0.24166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000018,multiwoz_2.2,69d2f5c1d4952a7c9c7bbc295cc6cd4ade1485ecb2a92d422269b8e60b863583,14
mwz_000019,"I am planning a vacation and really could use some help finding a good place to stay in town. I've never been to Cambridge before. It doesn't matter. What do you recommend? Oh, ok. I really don't want to stay at a guesthouse though. Can you recommend a hotel instead? Sounds good. Can you get me a room for 2 for 5 nights starting Sunday? What is the train schedule from birmingham new street like? I need to arrive at 13:45. I need the travel day to be Sunday. I'll be going to Cambridge and arrive by 13:45. I'll be leaving from Birmingham New street. What is the travel time on that train? Excellent. Thanks for all the help! Yes, thanks very much! Have a great day! You too! Thanks so much for all the help. Please end the convo and read the directions next time. thanks",0.85,1.0,0.9,0.2375,1.0,0.8,0.09583333333333334,1.0,0.7,0.1,1.0,0.6,0.1,0.0,0.0,0.0,0.8,0.6000000000000001,0.9,0.85,1,1,1,1,0,mwz_000019,multiwoz_2.2,4c8f167c0dfdff2478a9f29fb055a92651ca2f4190094520a1e348e6ca9526d2,20
mwz_000020,"I'm looking to go to dinner tonight and am in the mood for some good Bistro in the centre of town, can you find me some options? Hmm... let me think. Let's try maybe something italian instead. Which of those nine has the best ratings? Can I please have the address and postcode. No, that's all. Thanks.",0.75,0.0,0.35,0.0,1.0,0.7,0.10416666666666667,1.0,0.6,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.32999999999999996,0.7,0.75,0,1,1,0,0,mwz_000020,multiwoz_2.2,81e14180cfba23c6164a3327b864a4b821965280941466976c352ca7893c9560,8
mwz_000021,"I am looking for a particular restaurant. Its name is called travellers rest. Yes, and can you book a table for 1 at 14:15 on Monday, please.",0.85,1.0,0.9,0.1875,1.0,0.8,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.34,0.9,0.85,1,1,0,0,0,mwz_000021,multiwoz_2.2,e0b8fc78c38d2e5eb238dc66bd0d9f0b557215edc385458ff8a77ed475e02289,4
mwz_000022,"Heya, can you find me an expensive restaurant with north african food? Are there any expensive restaurants with gastropub food? Yes, the one in the east please. Yes, please book it for 2 people at 13:45 on monday. No thank you that will be all. That was all thank you.",0.85,1.0,0.9,0.21666666666666667,1.0,0.8,0.12916666666666668,1.0,0.7,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000022,multiwoz_2.2,7196a3c051435fa016ad46d1f89e93059c8d8aad7f50500bf52df5f79b517a3b,12
mwz_000023,"I'm planning a trip to Cambridge and I was told the A and B Guest House was a great place to stay. Do you have free parking? I refuse to pay for parking in a hotel that I am staying at. Okay, sounds good. Also I need to get a train from Liverpool street to Cambridge. Oh wait, you know what? I forgot to ask about star ratings. What's the star rating on the A and B Guest House, please? The train should leave after 12:45 and should leave on friday. for 2 people please book. Does that train leave on Friday? I need two tickets. No thanks, that is everything.",0.85,1.0,0.9,0.10416666666666667,1.0,0.8,0.07916666666666666,1.0,0.7,0.25,1.0,0.6,0.13333333333333333,0.0,0.0,0.0,0.8,0.6000000000000001,0.9,0.85,1,1,1,1,0,mwz_000023,multiwoz_2.2,8f52c8f87b4246a1d56193f0029bae358458cef9860a85e44ec8e9c6945fc8d5,16
mwz_000024,"I need a train to go from Cambridge to Norwich. I am traveling on Sunday. I would like to arrive by 13:45. I would like to book that train for 4 people please. yeah, I'm also looking for a place to stay. I don't like hotels, so a guesthouse would be better. Moderate in price. Yes, the hotel should be in the east and doesn't need to have free parking. can I have the star rating and idf they have wi fi ? OK, that's all I need for now. Thanks. Thanks you too Goodbye",0.85,1.0,0.9,0.21666666666666667,1.0,0.8,0.03333333333333333,1.0,0.7,0.09166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000024,multiwoz_2.2,9d816498cb6e9964159c92116d4b310f4950b1cfff06393650c08ad20af87c05,18
mwz_000025,"I am looking for a restaurant. Not sure of that, I am looking for a restaurant named ""ask."" I would like to book a table for 5 people on Sunday at 14:15. Yes, a different restaurant in the same area and with the same price range. Type of food doesn't matter. Which is the best one? I'll book that. That is all. Thank you!",0.85,1.0,0.9,0.25,1.0,0.8,0.1625,1.0,0.7,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000025,multiwoz_2.2,63d8d1572ea90a5063593f748235b2b5e3c98a8131cca9e7b06c86de6de6ef8c,12
mwz_000026,I am looking for a high priced hotel in the north side of town. How about an expensive hotel in the south side of town? book it for 7 people and 3 nights starting from monday. No that is all I need. Thank you for your time.,0.95,1.0,1.0,0.22916666666666666,1.0,1.0,0.0875,1.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.58,1.0,0.95,1,1,1,0,0,mwz_000026,multiwoz_2.2,c7ace9c77e104deb53531a1e78072021c58276e949f2faf1806bfc53d9e464ca,12
mwz_000027,"Hi, what can you tell me about the bangkok city restaurant? Yes for 2 at 19:30 on Sunday please. I need the reference number then too. I'd also need a train leaving the centre going to kings lynn and arriving by 17:00 on monday. Yes, it should depart from Cambridge. Ok, I think that should be fine. Can you make a booking for me? I need tickets for the same group of people going to the restaurant with me. Thank you so much. No that is it. Thank you so much. Thank you for your assistance.",0.9,1.0,0.95,0.15,1.0,0.9,0.2875,1.0,0.85,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.54,0.95,0.9,1,1,1,0,0,mwz_000027,multiwoz_2.2,affb9b81c1671f035ffb40bfbee6cf44b1edbca850fc1c92b76964f7fe45d2e1,18
mwz_000028,"I'm looking for a hotel, can you help? It should be in the centre and be on the expensive side. Can you book the one without wifi? Yes, please book for two nights beginning on Sunday for one person. Thank you. I'm also looking for a museum to go to in the same area. Yes, please. Can I get the address and phone number for the one you recommend? Do you have their phone number? Yes, I also need a taxi going between the two places. I want to arrive at the Castle Galleries by 11:15. Ok, thank you for the help.",0.85,1.0,0.9,0.2791666666666667,1.0,0.8,0.23333333333333334,1.0,0.7,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000028,multiwoz_2.2,cc576b1ec93554b9e2e7c0a4c1e01a3944f04f3f20a25ba24a95b3a6b8d81893,22
mwz_000029,"Please find me a place to dine that's expensive and in the centre. I am looking for Thai food. Ok great. Can you reserve a table there for Thursday for 5 people at 15:00 please? Thank you for your help. Yes a hotel please. You know what? I don't need a hotel after all. I heard something about an attraction called ballare, could you give me some information about it? That is everything. Thank you so much for your help. That is all I need.",0.85,1.0,0.9,0.3,1.0,0.8,0.1125,1.0,0.85,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.51,0.9,0.85,1,1,1,0,0,mwz_000029,multiwoz_2.2,126278b6dc676396e85e27af5cfddcb747758c35c986e9d543f23529be71c983,16
mwz_000030,"I'm looking for a particular restaurant called ask. Please give me information on that restaurant. Yes, I'd like to book a table for 1 at 17:15 on Wednesday. Can you do that? No. I think I am all set. Thanks.",0.85,1.0,0.9,0.22083333333333333,1.0,0.8,0.14583333333333334,1.0,0.7,0.12083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000030,multiwoz_2.2,c769887e755551abbbad0e1cadab8d1ef5cc6063d7faba68ae43cde07a1f6783,6
mwz_000031,"Hi, I am traveling to Cambridge and am super excited to see some local tourist attractions. I am looking for some suggestions on places to go in town. Perhaps I'd like to see a museum. Are there any in the centre? Does not matter can you just recommend one please. Excellent. Can I please have they're phone number and address please? Thank you. I am also needing help booking a guesthouse in the north part of town. Can you assist me with that? 4 people for 5 nights starting Sunday and I also need the ref # too please.",0.9,1.0,0.9,0.2916666666666667,1.0,0.8,0.15416666666666667,1.0,0.85,0.2125,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.51,0.9,0.9,1,1,1,0,0,mwz_000031,multiwoz_2.2,83115ea2ea39688cb88346f65e42744a823d90dfdfcffafd9dcc632af96cef3f,12
mwz_000032,"Hey, I'm up south can you give me a place to eat? Don't care. Can I have the address and telephone number? THAT WILL BE FINE.",0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.13999999999999999,0.7,0.8,0,0,1,0,0,mwz_000032,multiwoz_2.2,44922aea8fd8e27dec085f046eb4936cd0d7c62cf888993191e36935eec9f57a,8
mwz_000033,"I will be staying in Cambridge. I need a hotel with wifi. I need something in the centre. The north part of town. Sorry, I've been all over the place. To be clear, I need a hotel with free wifi and parking that is in the centre. yes please recommend one. the booking is needed for saturday. 3 nights, 6 people. Ok great. Can you book a room for 6 people and 3 nights starting from Saturday. Great, thank you. I'm also in need of an Indian restaurant in the cheap price range. Can you find me one? Any will do, what ever you recommend. I certainly want to try it then. Please book for 6 people at 11:30 on Saturday. Thank you . I am all set.",0.9,1.0,0.95,0.3333333333333333,1.0,0.9,0.18333333333333332,1.0,0.85,0.07083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.54,0.95,0.9,1,1,1,0,0,mwz_000033,multiwoz_2.2,a954eb066e80d4613a4b0d7f05e68ab01a435ad21b7d9e6ba559b2f20b3a4c28,20
mwz_000034,"Can you assist me in finding me an Expensive Restaurant in Cambridge where I can dine? The restaurant should be serving British foods. I'd like it to be in Centre. Can you make me a reservation for Saturday please for 3 people? We will be dining at 16:30. Please book a table for 3 on Saturday and provide the reference number. I also need a hotel in the same area. Something in the same area as the restaurant. It should also be in that same price range. Yes, that should be perfect thank you. I would like a room for three people, just for Saturday night. Can I have the postcode and hotel type, please? I also need a taxi between the hotel and the restaurant. Thank you very much! Can you please make sure that it arrives at the restaurant by the time of my reservation? No, that will be all. Thank you! Thanks for all the help.",0.9,1.0,0.95,0.2625,1.0,0.9,0.1375,1.0,0.85,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.54,0.95,0.9,1,1,1,0,0,mwz_000034,multiwoz_2.2,ba29e1ed5b64c3f9e8d4427390e57acae643429ad7a52ab5b1aeb0a394d35a0c,26
mwz_000035,"I am planning a trip in Cambridge. I'm looking for a train from Cambridge to Leicester on Monday. I need to leave after 21:45. Yes, could you book me 2 tickets and get me a reference number? Yes, I also need a hotel with free wi-fi. I do not mind if it is expensive. Does it have free parking? Yes, I need it for Thursday. 2 people 4 nights. That is all I need.",0.85,1.0,0.9,0.4625,1.0,0.8,0.36666666666666664,1.0,0.7,0.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000035,multiwoz_2.2,f1934e176b3dd01a348d9fd522bb4f1b6a7a39aead7b906bdfc81be467a38c11,16
mwz_000036,"I live in the centre of town and want to see if I can find a reasonable room for my parents to stay while they are visiting. That sounds like it might work. Could you check availability for two people this weekend? I am unsure at this time. Can you tell me what the address is? Does this place include free parking? You have been very helpful. I have everything I need, thanks. Bye",0.85,1.0,0.9,0.2375,0.0,0.0,0.0,1.0,0.8,0.1125,1.0,0.7,0.175,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,0,1,1,0,mwz_000036,multiwoz_2.2,845c3600fc15961ab9398ecaf38f6afc9ff494965f78652c7b00f7185c9c1885,12
mwz_000037,"I am looking for information in Cambridge. I need a place to dine. Crossover food would be perfect. Is there a gastropub in Centre? Let's go with the moderately priced option. Can I please have the phone number? Not right now, but I am looking for a place to stay. Are there any 5-star accommodations in Cambridge? Do you have one with free parking? Is the allenbell a guesthouse? No thank you that will be all. Yes, I'll need a taxi from the restaurant to the hotel. I want to leave the restaurant by 18:30. Thank you so much. No thank you! Thanks for your help! Bye!",0.85,0.0,0.0,0.0,1.0,0.8,0.1,1.0,0.7,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.8,0.85,0,1,1,0,0,mwz_000037,multiwoz_2.2,f14c9cbb0f8eb6558f38d914d8da4c3fd41e92f7d38b95c07ab68b95ae5a6e6c,22
mwz_000038,I really need to get out of Cambridge! Can you find me a train to Leicester? Sometime after 08:45 because I like to sleep in. I'll be leaving this place on Saturday. No thank you. What's the cost of the ticket? I also need the travel time and arrival time please. I'm also looking for a particular hotel. Its name is called cityroomz. I'd like to to book it for 8 people and 4 nights starting from tuesday. Not at this time. Thank you.,0.85,1.0,0.9,0.29583333333333334,1.0,0.8,0.0875,1.0,0.7,0.15833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000038,multiwoz_2.2,54ea4c162be1378f847e2816a280264c61449b38b577a00673203f3883c8c0cc,16
mwz_000039,"I would like to find a cheap hotel to stay at where there is free parking. Do you have any suggestions? Do they have free parking? are they rated 3 stars? Did you have something that fits with 3 stars? What about a 4 star hotel? Yes,please book for 5 people for 5 nights starting on Thursday. I would like to book for Thursday, not Tuesday. Is Monday available? Thanks! Can you also help me find a college to visit in town? Can you suggest one for me? What is the entrance fee and postcode there? Thank you so much. Good bye",0.85,1.0,0.9,0.2625,1.0,0.8,0.17916666666666667,1.0,0.7,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000039,multiwoz_2.2,08d42a9763249b45f45a696b268c2b9c4d4226f367f875af20164f9340785413,22
mwz_000040,"I am looking for a 4 star place to stay. I'd like it to be in the north, and to be a guesthouse. Yes, please book it for 5 people and 5 nights starting from wednesday. No that is all. Thanks for your help!",1.0,1.0,1.0,0.2916666666666667,1.0,1.0,0.1875,1.0,0.9,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.58,1.0,1.0,1,1,1,0,0,mwz_000040,multiwoz_2.2,f998ce39d227a033c94c03a8fd84f7cb11c3f45c1891921742853fea2ff03f41,8
mwz_000041,"I'm looking for a place to eat. I would like it to be an expensive restaurant in the centre. I'm looking for a restaurant with mediterranean food. Please book the One is La mimosa. Yes, it's for 8 people. 16:45 on Monday. I would like the reference number, if it is available. Yes please try the Shiraz Restaurant. That will be all. Thank you very much.",0.9,1.0,0.95,0.13333333333333333,1.0,0.9,0.14166666666666666,1.0,0.85,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.54,0.95,0.9,1,1,1,0,0,mwz_000041,multiwoz_2.2,5b0dbc58f2f5382ddd35a0470b5a0de960b5245a7e454d23de474fbc90d66367,12
